year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,normalized_degree,canonical_degree
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Industrial and Systems Engineering),92.9,92.9,5137,5000,5281,5000,4290,5650,(industrial and systems engineering),(Industrial And Systems Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Materials Science and Engineering),92.9,87.1,4384,4360,4539,4500,3850,5000,(materials science and engineering),(Materials Science And Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Mechanical Engineering),96.2,91.9,4594,4400,4780,4525,4000,5200,(mechanical engineering),(Chemical Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Arts (Architecture) #,96,92,4360,4300,4481,4400,4000,4800,arts (architecture),Arts (Architecture)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Arts (Industrial Design),66.7,43.3,4239,4500,4270,4500,3500,4500,arts (industrial design),Arts (Industrial Design)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Science (Project and Facilities Management),98.4,92,3612,3500,3670,3555,3375,3855,(project and facilities management),(Project And Facilities Management)
2022,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na,na,na,na,na,medicine and surgery,Medicine And Surgery (Mbbs)
2022,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),94.8,91.3,3426,3350,3656,3600,3500,3825,(nursing),(Nursing)
2022,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),100,99,3575,3550,3834,3850,3650,4000,(nursing) (hons),(Nursing) (Hons)
2022,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,85.7,28.6,3661,3590,3661,3590,3350,3973,music,Music
2022,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,87.3,80.5,5130,4500,5418,4600,3800,6000,arts with honours,Arts With Honours
2022,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,96.3,88.9,6764,5875,6879,6038,4500,9000,with honours,Arts With Honours
2022,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),94.5,92.7,6183,5900,6367,6000,5300,6800,(computer engineering),Computing (Computer Engineering)
2022,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,91.9,78.4,3999,3800,4000,3800,3500,4000,environmental studies,Environmental Studies
2022,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),98.3,97.6,3965,3600,4031,3600,3600,4300,accountancy (hons),Accountancy (Hons)
2022,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),94.5,86.5,4407,4000,4503,4015,3600,4800,business (hons),Business (Hons)
2022,Nanyang Technological University,College of Engineering,Aerospace Engineering,94,93,4752,4800,4899,5000,4160,5500,aerospace engineering,Aerospace Engineering
2022,Nanyang Technological University,College of Engineering,Bioengineering,93.9,90.9,4160,4000,4419,4200,3600,5250,bioengineering,Bioengineering
2022,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,96.6,93.3,4580,4500,4733,4800,4028,5100,chemical and biomolecular engineering,Chemical And Biomolecular Engineering
2022,Nanyang Technological University,College of Engineering,Civil Engineering,91.6,88.4,3699,3600,3788,3650,3500,3975,civil engineering,Civil Engineering
2022,Nanyang Technological University,College of Engineering,Computer Engineering,87,85.2,5366,5285,5463,5295,4500,6215,computer engineering,Computer Engineering
2022,Nanyang Technological University,College of Engineering,Computer Science,94,91.7,5515,5400,5699,5500,4900,6420,computer science,Computer Science
2022,Nanyang Technological University,College of Engineering,Data Science and Artificial Intelligence ^,88.2,82.4,6647,5625,6749,5625,5000,7500,data science and artificial intelligence,Data Science And Artificial Intelligence
2022,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,100,100,5150,5000,5344,5000,4700,5815,double degree in engineering and economics,Double Degree In Engineering And Economics
2022,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,92.4,90.2,4595,4500,4723,4558,4100,5000,electrical and electronic engineering,Electrical And Electronic Engineering
2022,Nanyang Technological University,College of Engineering,Environmental Engineering,93.5,90.3,3988,3800,4139,3900,3700,4500,environmental engineering,Environmental Engineering
2022,Nanyang Technological University,College of Engineering,Information Engineering and Media,95.3,93.8,5080,4950,5187,4950,4500,5500,information engineering and media,Information Engineering And Media
2022,Nanyang Technological University,College of Engineering,Maritime Studies,96.7,95.1,3842,3740,3860,3740,3500,4060,maritime studies,Maritime Studies
2022,Nanyang Technological University,College of Engineering,Materials Engineering,94.9,92.6,4300,4300,4522,4500,3800,5000,materials engineering,Materials Engineering
2022,Nanyang Technological University,College of Engineering,Mechanical Engineering,95,91.3,4381,4200,4537,4500,3944,5000,mechanical engineering,Mechanical Engineering
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",89.5,63.2,3303,3200,3372,3200,3000,3600,"art, design and media","Art, Design & Media"
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,91.8,70.5,3408,3300,3566,3600,3060,4015,chinese,Chinese
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,94.2,79.7,3674,3500,3739,3500,3200,4200,communication studies,Communication Studies
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,88.7,81.7,4187,4000,4270,4000,3600,4550,economics,Economics
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,94.9,77.2,3574,3500,3699,3748,3200,4200,english,English
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,86.5,80.8,3819,3800,3966,4000,3500,4250,history,History
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major8,87.9,66.7,4135,4200,4258,4271,3650,4750,inter-disciplinary double major8,Inter-Disciplinary Double Major
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,94.1,72.5,3452,3400,3513,3500,3150,3810,linguistics and multilingual studies,Linguistics And Multilingual Studies
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy ^,78.3,69.6,3476,3300,3515,3450,3000,3700,philosophy,Philosophy
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,79.8,69.7,3688,3635,3743,3668,3300,4015,psychology,Psychology
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,97.9,95.7,4122,4088,4167,4123,3650,4500,public policy and global affairs,Public Policy And Global Affairs
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,92.9,87.1,3816,3789,3904,3800,3450,4200,sociology,Sociology
2022,Nanyang Technological University,College of Science,Biological and Biomedical Sciences,93.9,83.2,3688,3600,3808,3600,3400,4100,biological and biomedical sciences,Biological Sciences / Biomedical Sciences
2022,Nanyang Technological University,College of Science,Biological Sciences and Psychology ^,71.4,50,4057,3800,4264,4050,3700,4300,biological sciences and psychology,Biological Sciences And Psychology
2022,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,100,90,3300,3100,3415,3175,3080,3300,biomedical sciences and chinese medicine,Biomedical Sciences (Traditional Chinese Medicine)
2022,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,90.8,84,3759,3600,3863,3700,3400,4200,chemistry and biological chemistry,Chemistry & Biological Chemistry
2022,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,100,88,4406,4008,4545,4023,3600,4959,environmental earth systems sciences,Environmental Earth Systems Sciences
2022,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,86.5,79.4,4352,4250,4436,4300,3799,4800,mathematical sciences / mathematical sciences and economics,Mathematical Sciences / Mathematical Sciences And Economics
2022,Nanyang Technological University,College of Science,Physics and Applied Physics,91.5,84.7,3917,4000,4067,4000,3683,4575,physics and applied physics,Physics / Applied Physics
2022,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3684,4000,4025,4129,3750,4300,arts (with education),Arts (With Education)
2022,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,100,100,4106,4275,4211,4300,4000,4470,science (with education),Science (With Education)
2022,Nanyang Technological University,National Institute of Education (NIE),Sports Science and Management,100,74.4,3657,3350,3762,3350,3200,4266,sports science and management,Sports Science And Management
2022,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4779,4700,5532,5600,5199,6000,medicine,Medicine
2022,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,98.1,96.1,4432,3800,4497,3825,3600,4600,accountancy,Accountancy
2022,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),100,98,5040,4000,5097,4025,3600,5500,accountancy (cum laude and above),Accountancy Cum Laude And Above
2022,Singapore Management University,School of Business (4-year programme) *,Business Management,94.3,86.5,4744,4208,4937,4400,3700,5200,business management,Business Management
2022,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.4,93.1,5409,4600,5630,4800,4050,6084,business management (cum laude and above),Business Management (4-Year Programme) Cum Laude And Above
2022,Singapore Management University,School of Economics (4-year programme) *,Economics,97.2,89.9,4665,4500,4824,4500,4000,5200,economics,Economics
2022,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),100,98.6,5021,4500,5169,4500,4091,5700,economics (cum laude and above),Economics (Cum Laude And Above)
2022,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,95.1,93.4,5333,5235,5472,5400,4700,6166,information systems,Information Systems
2022,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),96,94.4,5702,5500,5799,5638,4900,6500,information systems (cum laude and above),Information Systems Management Cum Laude And Above
2022,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,91.4,83.3,4076,3843,4265,4000,3500,4600,social sciences,Social Sciences
