year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2017,NTU,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),81.1,48.6,3372,3285,3486,3450,2800,4000,bachelor of science  (sport science & management),1,Business and Management
2017,NTU,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),100,100,3489,3600,3589,3600,3500,3800,bachelor of arts  (education),1,Education
2017,NTU,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),100,100,3610,3603,3701,3701,3500,3958,bachelor of science  (education),1,Education
2017,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,85.8,61.9,3005,3000,3107,3000,2700,3300,bachelor of arts,0,Arts and Humanities
2017,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.2,66.7,3309,3300,3391,3360,3000,3600,bachelor of arts,1,Arts and Humanities
2017,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.3,74.7,3365,3300,3443,3300,3000,3750,bachelor of social sciences,0,Science
2017,NUS,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4124,4050,4143,4050,4000,4400,bachelor of dental surgery,0,Medicine and Health Sciences
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),90.6,81.3,3215,3200,3367,3300,3000,3700,bachelor of engineering (biomedical engineering),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),87.8,81.3,3550,3500,3727,3600,3300,4000,bachelor of engineering (chemical engineering),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.5,90.9,3361,3300,3427,3300,3135,3700,bachelor of engineering (civil engineering),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),89.4,86.5,3529,3500,3641,3600,3300,3900,bachelor of engineering (electrical engineering),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),76.5,64.7,3783,3600,3827,3675,3440,4200,bachelor of engineering (engineering science),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),86.3,71.2,3425,3100,3546,3350,3000,3800,bachelor of engineering (environmental engineering),0,Science
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),93.3,89.9,3905,3725,4035,3875,3450,4200,bachelor of engineering (industrial and systems engineering),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),94,86,3269,3200,3570,3388,3200,3950,bachelor of engineering (materials science and engineering),0,Engineering
2017,NUS,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),87.3,82.3,3537,3400,3657,3450,3100,4000,bachelor of engineering (mechanical engineering),0,Engineering
2017,NUS,Faculty of Law,Bachelor of Laws #,95.8,92.3,4958,5000,5121,5000,4500,5600,bachelor of laws,0,Law
2017,NUS,Faculty of Science,Bachelor of Applied Science **,,,,,,,,,bachelor of applied science,0,Science
2017,NUS,Faculty of Science,Bachelor of Applied Science (Hons),82.1,50,3186,3075,3187,3085,2800,3200,bachelor of applied science,1,Science
2017,NUS,Faculty of Science,Bachelor of Science,76.9,54.5,3053,3000,3214,3082,2800,3400,bachelor of science,0,Science
2017,NUS,Faculty of Science,Bachelor of Science (Hons),85.9,69.3,3340,3200,3435,3300,3000,3700,bachelor of science,1,Science
2017,NUS,Faculty of Science,Bachelor of Science (Computational Biology) **,,,,,,,,,bachelor of science (computational biology),0,Science
2017,NUS,Faculty of Science,Bachelor of Science (Pharmacy) #,99.1,94.5,3473,3500,3616,3600,3500,3800,bachelor of science (pharmacy),0,Medicine and Health Sciences
2017,NUS,NUS Business School,Bachelor of Business Administration,94.9,87.3,3770,3400,4031,3500,3000,4333,bachelor of business administration,0,Business and Management
2017,NUS,NUS Business School,Bachelor of Business Administration (Hons),98.2,93.6,4272,3725,4388,3800,3450,4782,bachelor of business administration,1,Business and Management
2017,NUS,NUS Business School,Bachelor of Business Administration (Accountancy),97.2,94.4,3396,3000,3473,3025,3000,3600,bachelor of business administration (accountancy),0,Business and Management
2017,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100,100,3689,3100,3744,3125,3000,4023,bachelor of business administration (accountancy),1,Business and Management
2017,NUS,School of Computing,Bachelor of Computing (Communications And Media) **,,,,,,,,,bachelor of computing (communications and media),0,Arts and Humanities
2017,NUS,School of Computing,Bachelor of Computing (Computational Biology) **,,,,,,,,,bachelor of computing (computational biology),0,Computer Science and IT
2017,NUS,School of Computing,Bachelor of Computing (Computer Science),93.5,89.4,4510,4200,4628,4285,3656,5000,bachelor of computing (computer science),0,Computer Science and IT
2017,NUS,School of Computing,Bachelor of Computing (Electronic Commerce) **,,,,,,,,,bachelor of computing (electronic commerce),0,Computer Science and IT
2017,NUS,School of Computing,Bachelor of Computing (Information Security) **,,,,,,,,,bachelor of computing (information security),0,Computer Science and IT
2017,NUS,School of Computing,Bachelor of Computing (Information Systems),94.5,91.8,4061,4000,4192,4000,3550,4592,bachelor of computing (information systems),0,Computer Science and IT
2017,NUS,School of Computing,Bachelor of Science (Business Analytics),97.6,97.6,4114,3810,4203,4000,3500,4766,bachelor of science (business analytics),0,Business and Management
2017,NUS,School of Design & Environment,Bachelor of Arts (Architecture) #,91.3,86.4,4037,4000,4079,4000,3780,4300,bachelor of arts (architecture),0,Others
2017,NUS,School of Design & Environment,Bachelor of Arts (Industrial Design),93.3,60,3034,2890,3079,2920,2600,3200,bachelor of arts (industrial design),0,Design and Media
2017,NUS,School of Design & Environment,Bachelor of Science (Project and Facilities Management),90.8,81.7,3105,3000,3162,3000,2900,3300,bachelor of science (project and facilities management),0,Business and Management
2017,NUS,School of Design & Environment,Bachelor of Science (Real Estate),93.8,88.7,3090,3000,3168,3000,2800,3300,bachelor of science (real estate),0,Science
2017,NUS,Yong Loo Lin School (Medicine),Bachelor of Medicine And Bachelor Of Surgery #,100,100,4367,4500,4882,5000,4500,5305,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2017,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,97.4,3165,3200,3328,3400,3200,3450,bachelor of science (nursing),0,Science
2017,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),91.8,89.8,3280,3300,3462,3500,3300,3650,bachelor of science (nursing),1,Science
2017,NUS,YST Conservatory Of Music,Bachelor of Music,73.3,26.7,2298,2025,2500,2225,2050,2950,bachelor of music,0,Others
2017,NUS,Yale-NUS College,Bachelor of Arts with Honours,93.5,76.6,3812,3500,3956,3500,3075,4000,bachelor of arts with,1,Arts and Humanities
2017,NUS,Yale-NUS College,Bachelor of Science with Honours,91.7,75,4362,4083,4362,4083,3600,4875,bachelor of science with,1,Science
2017,NUS,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),89.4,84.7,4010,3600,4131,3900,3588,4500,bachelor of engineering (computer engineering),0,Engineering
2017,NUS,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,88.7,62.3,3297,3200,3419,3300,3000,3600,bachelor of environmental studies,0,Science
2017,SMU,School of Accountancy (4-years programme) *,Accountancy,98,96.6,3569,3000,3646,3000,2920,3600,accountancy,0,Business and Management
2017,SMU,School of Accountancy (4-years programme) *,Accountancy Cum Laude and above,97.8,97.8,4037,3200,4089,3200,3000,4645,accountancy cum laude and above,0,Business and Management
2017,SMU,School of Business (4-years programme) *,Business Management,93.3,85.7,3862,3475,3995,3500,3050,4362,business management,0,Business and Management
2017,SMU,School of Business (4-years programme) *,Business Management Cum Laude and above,95.8,92,4364,3880,4504,4000,3300,5000,business management cum laude and above,0,Business and Management
2017,SMU,School of Economics (4-years programme) *,Economics,91.3,82.6,4013,3600,4143,3700,3300,4583,economics,0,Mathematics and Statistics
2017,SMU,School of Economics (4-years programme) *,Economics Cum Laude and above,93.2,90.5,4591,4000,4737,4100,3600,5113,economics cum laude and above,0,Mathematics and Statistics
2017,SMU,School of Information Systems (4-years programme) *,Information Systems Management,95.1,91.3,3922,3905,4014,4000,3550,4500,information systems management,0,Computer Science and IT
2017,SMU,School of Information Systems (4-years programme) *,Information Systems Management Cum Laude and above,96.1,94.1,4211,4334,4305,4334,4000,4750,information systems management cum laude and above,0,Computer Science and IT
2017,SMU,School of Social Sciences (4-years programme) *,Social Sciences,91.3,78,3344,3250,3493,3300,3000,3750,social sciences,0,Science
2017,SMU,School of Social Sciences (4-years programme) *,Social Sciences Cum Laude and above,87.9,81.8,3810,3600,3938,3630,3300,4000,social sciences cum laude and above,0,Science
2017,SMU,School of Law (4-years programme) *,Law #,97.6,94,4778,4500,4941,5000,4000,5840,law,0,Law
2017,SMU,School of Law (4-years programme) *,Law Cum Laude and above #,97.9,97.9,5163,5450,5287,5600,4200,6000,law cum laude and above,0,Law
2017,SIT,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,96.2,92.3,3040,3000,3067,3000,2800,3200,bachelor of arts in game design,0,Design and Media
2017,SIT,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation ^,88.5,69.2,2859,2825,2876,2875,2700,3000,bachelor of fine arts in digital arts & animation,0,Design and Media
2017,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design ^,100,100,3232,3250,3291,3250,2900,3600,bachelor of science in computer science & game design,0,Design and Media
2017,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.9,90.6,3898,3800,3904,3800,3558,4140,bachelor of science in computer science in real-time interactive simulation,0,Computer Science and IT
2017,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,90.7,68.5,2819,2600,2949,2700,2500,3200,bachelor of arts with in communication design,1,Design and Media
2017,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,87.2,2818,2700,2841,2700,2500,3000,bachelor of arts with in interior design,1,Design and Media
2017,SIT,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,77.3,62.1,3061,3100,3290,3255,2975,3600,bachelor of engineering with in chemical engineering,1,Engineering
2017,SIT,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.4,88.9,3191,3200,3269,3200,3000,3450,bachelor of engineering with in electrical power engineering,1,Engineering
2017,SIT,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,96.2,88.5,3461,3300,3541,3500,3000,4000,bachelor of engineering with in marine engineering,1,Engineering
2017,SIT,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,90.5,85.7,3063,3000,3145,3000,2800,3350,bachelor of engineering with in mechanical design & manufacturing engineering,1,Engineering
2017,SIT,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,95.5,95.5,3451,3300,3537,3300,3200,3500,bachelor of engineering with in naval architecture,1,Others
2017,SIT,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,100,86.7,3792,3300,3866,3300,3300,3950,bachelor of engineering with in offshore engineering,1,Engineering
2017,SIT,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,97.7,79.1,2784,2600,2980,2700,2475,3200,bachelor of science with in food & human nutrition,1,Science
2017,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,84.5,74.1,3061,3000,3301,3200,3000,3375,bachelor of science in chemical engineering,0,Engineering
2017,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,82.8,82.8,3504,3175,3591,3400,3000,4000,bachelor of science in electrical engineering & information technology,0,Engineering
2017,SIT,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,87.9,54.5,2357,2300,2598,2300,2200,3259,bachelor of professional studies in culinary arts management,0,Business and Management
2017,SIT,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,,,,,,,,,bachelor in science (diagnostic radiography),0,Medicine and Health Sciences
2017,SIT,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,97.1,3217,3250,3258,3300,3020,3450,bachelor in science (occupational therapy),0,Medicine and Health Sciences
2017,SIT,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,96.8,3483,3350,3489,3400,3300,3500,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2017,SIT,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,,,,,,,,,bachelor in science (radiation therapy),0,Medicine and Health Sciences
2017,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.3,65.6,3367,3100,3481,3200,2950,3700,bachelor of engineering with in aeronautical engineering,1,Engineering
2017,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,80,52.5,3207,3125,3280,3125,2625,3650,bachelor of engineering with in aerospace systems,1,Engineering
2017,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,96.6,87.9,3608,3100,3670,3200,3000,3700,bachelor of engineering with in mechanical design engineering,1,Engineering
2017,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,94.6,86.5,3412,3050,3595,3400,3000,4000,bachelor of engineering with in mechatronics,1,Engineering
2017,SIT,University of Glasgow,Bachelor of Science with Honours in Computing Science,95.8,85.9,3633,3600,3724,3600,3300,4200,bachelor of science with in computing science,1,Computer Science and IT
2017,SIT,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98.2,96.5,3507,3400,3741,3650,3600,3900,bachelor of science with in nursing practice,1,Science
